transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary
T000160,2025-03-03,3,A011,Inter-fund Transfer Account,Bank F,Finance Bureau Internal Unit,budget_execution_payment,outflow,303367,V000160,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000109,2025-03-04,3,A010,Temporary Holding Account,Bank E,Education Department,off_budget_fund_transfer,inflow,262732,V000109,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type
T000154,2025-03-04,3,A008,Health Project Fund Account,Bank D,Finance Bureau Internal Unit,budget_execution_payment,outflow,256513,V000154,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000107,2025-03-05,3,A007,Education Fund Account,Bank D,Agriculture Department,non_tax_revenue_collection,inflow,96357,V000107,Simulated non tax revenue collection for Agriculture Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000125,2025-03-05,3,A010,Temporary Holding Account,Bank E,Urban Management Department,non_tax_revenue_collection,inflow,69674,V000125,Simulated non tax revenue collection for Urban Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000127,2025-03-05,3,A002,Budget Execution Payment Account,Bank A,Education Department,non_tax_revenue_collection,inflow,20563,V000127,Simulated non tax revenue collection for Education Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000142,2025-03-05,3,A005,Special Fund Account,Bank C,Education Department,budget_execution_payment,outflow,280337,V000142,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000124,2025-03-06,3,A012,Audit Adjustment Account,Bank F,Finance Bureau Internal Unit,budget_execution_payment,outflow,84324,V000124,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000135,2025-03-06,3,A008,Health Project Fund Account,Bank D,Emergency Management Department,non_tax_revenue_collection,inflow,158515,V000135,Simulated non tax revenue collection for Emergency Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000146,2025-03-06,3,A003,Non-tax Revenue Collection Account,Bank B,Environmental Protection Department,budget_execution_payment,outflow,145703,V000146,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000134,2025-03-07,3,A008,Health Project Fund Account,Bank D,Finance Bureau Internal Unit,inter_fund_transfer,inflow,258389,V000134,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000144,2025-03-07,3,A008,Health Project Fund Account,Bank D,Environmental Protection Department,refund,inflow,57754,V000144,Simulated refund for Environmental Protection Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000156,2025-03-07,3,A005,Special Fund Account,Bank C,Transport Department,non_tax_revenue_collection,inflow,145146,V000156,Simulated non tax revenue collection for Transport Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000117,2025-03-08,3,A001,Treasury Main Account,Bank A,Community Services Department,budget_execution_payment,outflow,344912,V000117,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,57,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000145,2025-03-08,3,A008,Health Project Fund Account,Bank D,Education Department,project_fund_payment,outflow,328600,V000145,Simulated project fund payment for Education Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000147,2025-03-08,3,A009,Infrastructure Payment Account,Bank E,Agriculture Department,year_end_settlement,inflow,345507,V000147,Simulated year end settlement for Agriculture Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000149,2025-03-08,3,A013,Year-end Settlement Account,Bank G,Culture and Tourism Department,project_fund_payment,outflow,106273,V000149,Simulated project fund payment for Culture and Tourism Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000168,2025-03-08,3,A006,Social Security Transfer Account,Bank C,Environmental Protection Department,refund,inflow,17997,V000168,Simulated refund for Environmental Protection Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000122,2025-03-09,3,A011,Inter-fund Transfer Account,Bank F,Social Security Department,off_budget_fund_transfer,outflow,372962,V000122,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000165,2025-03-09,3,A004,Off-budget Fund Account,Bank B,Finance Bureau Internal Unit,project_fund_payment,outflow,747960,V000165,Simulated project fund payment for Finance Bureau Internal Unit,simulated_system,bank_statement,748920.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000105,2025-03-10,3,A008,Health Project Fund Account,Bank D,Emergency Management Department,year_end_settlement,outflow,601926,V000105,Simulated year end settlement for Emergency Management Department,simulated_system,bank_statement,600508.3,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000130,2025-03-10,3,A005,Special Fund Account,Bank C,Transport Department,budget_execution_payment,outflow,21969,V000130,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000139,2025-03-10,3,A011,Inter-fund Transfer Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,inflow,205211,V000139,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000143,2025-03-10,3,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,111658,V000143,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000155,2025-03-10,3,A007,Education Fund Account,Bank D,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,47913,V000155,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000098,2025-03-11,3,A004,Off-budget Fund Account,Bank B,Transport Department,temporary_holding,inflow,55028,V000098,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000102,2025-03-11,3,A010,Temporary Holding Account,Bank E,Community Services Department,year_end_settlement,outflow,356916,V000102,Simulated year end settlement for Community Services Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000133,2025-03-11,3,A003,Non-tax Revenue Collection Account,Bank B,Social Security Department,refund,inflow,68024,V000133,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000126,2025-03-12,3,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,125585,V000126,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000136,2025-03-12,3,A007,Education Fund Account,Bank D,Urban Management Department,audit_adjustment,outflow,5760,V000136,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000167,2025-03-12,3,A005,Special Fund Account,Bank C,Infrastructure Department,budget_execution_payment,outflow,197876,V000167,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000099,2025-03-13,3,A009,Infrastructure Payment Account,Bank E,Emergency Management Department,budget_execution_payment,outflow,346898,V000099,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000159,2025-03-13,3,A004,Off-budget Fund Account,Bank B,Social Security Department,budget_execution_payment,outflow,198148,V000159,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000114,2025-03-14,3,A007,Education Fund Account,Bank D,Agriculture Department,refund,inflow,31009,V000114,Simulated refund for Agriculture Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000101,2025-03-15,3,A005,Special Fund Account,Bank C,Finance Bureau Internal Unit,off_budget_fund_transfer,outflow,325804,V000101,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000108,2025-03-15,3,A008,Health Project Fund Account,Bank D,Transport Department,budget_execution_payment,outflow,174893,V000108,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000115,2025-03-15,3,A002,Budget Execution Payment Account,Bank A,Agriculture Department,budget_execution_payment,outflow,189631,V000115,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000118,2025-03-15,3,A008,Health Project Fund Account,Bank D,Community Services Department,temporary_holding,inflow,154701,V000118,Simulated temporary holding for Community Services Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000132,2025-03-16,3,A005,Special Fund Account,Bank C,Urban Management Department,audit_adjustment,outflow,80134,V000132,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000106,2025-03-17,3,A001,Treasury Main Account,Bank A,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,80418,V000106,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000162,2025-03-17,3,A012,Audit Adjustment Account,Bank F,Transport Department,project_fund_payment,outflow,754590,V000162,Simulated project fund payment for Transport Department,simulated_system,bank_statement,748920.0,1,0,1,0,0,74,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department
T000103,2025-03-18,3,A003,Non-tax Revenue Collection Account,Bank B,Environmental Protection Department,budget_execution_payment,outflow,65648,V000103,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000123,2025-03-18,3,A001,Treasury Main Account,Bank A,Environmental Protection Department,audit_adjustment,inflow,49364,V000123,Simulated audit adjustment for Environmental Protection Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000120,2025-03-19,3,A002,Budget Execution Payment Account,Bank A,Transport Department,non_tax_revenue_collection,inflow,97447,V000120,Simulated non tax revenue collection for Transport Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
