case_id,transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary,case_owner,case_status,days_open,overdue_flag,second_review_required,investigation_priority,investigation_note,follow_up_action,investigation_priority_score
CASE00278,T000626,2025-10-30,10,A004,Off-budget Fund Account,Bank B,Agriculture Department,temporary_holding,inflow,112153,V000626,Simulated temporary holding for Agriculture Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00279,T000341,2025-06-26,6,A011,Inter-fund Transfer Account,Bank F,Urban Management Department,temporary_holding,inflow,110356,V000341,Simulated temporary holding for Urban Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00280,T000306,2025-06-08,6,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,off_budget_fund_transfer,outflow,108278,V000306,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,11,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00281,T000670,2025-11-14,11,A009,Infrastructure Payment Account,Bank E,Health Department,temporary_holding,inflow,106496,V000670,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00282,T000171,2025-04-27,4,A007,Education Fund Account,Bank D,Community Services Department,inter_fund_transfer,outflow,100102,V000171,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00283,T000521,2025-09-30,9,A005,Special Fund Account,Bank C,Emergency Management Department,audit_adjustment,outflow,97881,V000521,Simulated audit adjustment for Emergency Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00284,T000653,2025-11-11,11,A011,Inter-fund Transfer Account,Bank F,Emergency Management Department,audit_adjustment,inflow,97213,V000653,Simulated audit adjustment for Emergency Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00285,T000357,2025-06-17,6,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,audit_adjustment,inflow,91895,V000357,Simulated audit adjustment for Infrastructure Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00286,T000648,2025-11-23,11,A004,Off-budget Fund Account,Bank B,Social Security Department,temporary_holding,inflow,90770,V000648,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00287,T000087,2025-02-26,2,A007,Education Fund Account,Bank D,Health Department,audit_adjustment,inflow,90563,V000087,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00288,T000649,2025-11-07,11,A007,Education Fund Account,Bank D,Infrastructure Department,audit_adjustment,inflow,83806,V000649,Simulated audit adjustment for Infrastructure Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00289,T000080,2025-02-19,2,A006,Social Security Transfer Account,Bank C,Education Department,temporary_holding,inflow,82258,V000080,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00290,T000511,2025-09-01,9,A003,Non-tax Revenue Collection Account,Bank B,Education Department,off_budget_fund_transfer,outflow,80387,V000511,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00291,T000132,2025-03-16,3,A005,Special Fund Account,Bank C,Urban Management Department,audit_adjustment,outflow,80134,V000132,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00292,T000606,2025-10-12,10,A012,Audit Adjustment Account,Bank F,Emergency Management Department,off_budget_fund_transfer,inflow,79297,V000606,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,9,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00293,T000631,2025-10-01,10,A007,Education Fund Account,Bank D,Community Services Department,audit_adjustment,inflow,73302,V000631,Simulated audit adjustment for Community Services Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00294,T000287,2025-06-19,6,A011,Inter-fund Transfer Account,Bank F,Infrastructure Department,temporary_holding,inflow,73059,V000287,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00295,T000533,2025-09-06,9,A011,Inter-fund Transfer Account,Bank F,Infrastructure Department,audit_adjustment,outflow,71434,V000533,Simulated audit adjustment for Infrastructure Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00296,T000513,2025-09-11,9,A006,Social Security Transfer Account,Bank C,Urban Management Department,inter_fund_transfer,outflow,70755,V000513,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00297,T000619,2025-10-08,10,A012,Audit Adjustment Account,Bank F,Community Services Department,off_budget_fund_transfer,outflow,70088,V000619,Simulated off budget fund transfer for Community Services Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00298,T000389,2025-07-10,7,A001,Treasury Main Account,Bank A,Urban Management Department,audit_adjustment,outflow,68616,V000389,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,8,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00299,T000384,2025-07-07,7,A001,Treasury Main Account,Bank A,Agriculture Department,temporary_holding,inflow,66809,V000384,Simulated temporary holding for Agriculture Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00300,T000052,2025-02-17,2,A005,Special Fund Account,Bank C,Emergency Management Department,temporary_holding,inflow,65479,V000052,Simulated temporary holding for Emergency Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00301,T000685,2025-11-16,11,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,audit_adjustment,outflow,63694,V000685,Simulated audit adjustment for Agriculture Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,12,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00302,T000166,2025-03-28,3,A012,Audit Adjustment Account,Bank F,Health Department,audit_adjustment,outflow,61703,V000166,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,open,11,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00303,T000280,2025-05-04,5,A007,Education Fund Account,Bank D,Community Services Department,audit_adjustment,inflow,61686,V000280,Simulated audit adjustment for Community Services Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,9,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00304,T000680,2025-11-08,11,A005,Special Fund Account,Bank C,Education Department,audit_adjustment,inflow,57035,V000680,Simulated audit adjustment for Education Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,10,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00305,T000397,2025-07-18,7,A008,Health Project Fund Account,Bank D,Community Services Department,audit_adjustment,inflow,51971,V000397,Simulated audit adjustment for Community Services Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,8,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00306,T000123,2025-03-18,3,A001,Treasury Main Account,Bank A,Environmental Protection Department,audit_adjustment,inflow,49364,V000123,Simulated audit adjustment for Environmental Protection Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00307,T000496,2025-08-25,8,A011,Inter-fund Transfer Account,Bank F,Health Department,audit_adjustment,inflow,44539,V000496,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00308,T000253,2025-05-04,5,A006,Social Security Transfer Account,Bank C,Urban Management Department,inter_fund_transfer,outflow,42601,V000253,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,9,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00309,T000030,2025-01-10,1,A006,Social Security Transfer Account,Bank C,Emergency Management Department,audit_adjustment,outflow,41158,V000030,Simulated audit adjustment for Emergency Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00310,T000268,2025-05-14,5,A007,Education Fund Account,Bank D,Health Department,temporary_holding,inflow,36400,V000268,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00311,T000458,2025-08-01,8,A008,Health Project Fund Account,Bank D,Urban Management Department,audit_adjustment,inflow,32406,V000458,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00312,T000223,2025-04-05,4,A008,Health Project Fund Account,Bank D,Education Department,temporary_holding,inflow,26859,V000223,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,11,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00313,T000410,2025-07-25,7,A003,Non-tax Revenue Collection Account,Bank B,Social Security Department,audit_adjustment,inflow,25162,V000410,Simulated audit adjustment for Social Security Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00314,T000240,2025-05-28,5,A003,Non-tax Revenue Collection Account,Bank B,Agriculture Department,audit_adjustment,inflow,24554,V000240,Simulated audit adjustment for Agriculture Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00315,T000286,2025-05-06,5,A002,Budget Execution Payment Account,Bank A,Health Department,temporary_holding,inflow,23261,V000286,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00316,T000498,2025-09-21,9,A010,Temporary Holding Account,Bank E,Urban Management Department,temporary_holding,inflow,19589,V000498,Simulated temporary holding for Urban Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,13,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00317,T000091,2025-02-17,2,A010,Temporary Holding Account,Bank E,Emergency Management Department,temporary_holding,inflow,16960,V000091,Simulated temporary holding for Emergency Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00318,T000607,2025-10-17,10,A002,Budget Execution Payment Account,Bank A,Emergency Management Department,temporary_holding,inflow,13196,V000607,Simulated temporary holding for Emergency Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00319,T000037,2025-01-13,1,A002,Budget Execution Payment Account,Bank A,Urban Management Department,temporary_holding,inflow,11062,V000037,Simulated temporary holding for Urban Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00320,T000296,2025-06-29,6,A010,Temporary Holding Account,Bank E,Infrastructure Department,temporary_holding,inflow,10717,V000296,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00321,T000535,2025-09-03,9,A013,Year-end Settlement Account,Bank G,Agriculture Department,temporary_holding,inflow,10028,V000535,Simulated temporary holding for Agriculture Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00322,T000075,2025-02-02,2,A006,Social Security Transfer Account,Bank C,Community Services Department,audit_adjustment,outflow,9666,V000075,Simulated audit adjustment for Community Services Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00323,T000136,2025-03-12,3,A007,Education Fund Account,Bank D,Urban Management Department,audit_adjustment,outflow,5760,V000136,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00324,T000151,2025-03-28,3,A012,Audit Adjustment Account,Bank F,Urban Management Department,audit_adjustment,outflow,5437,V000151,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00325,T000472,2025-08-03,8,A006,Social Security Transfer Account,Bank C,Agriculture Department,audit_adjustment,inflow,4491,V000472,Simulated audit adjustment for Agriculture Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
